tract,trans_totals,estimate,moe,geometry
33.01,public transportation - white - not hispanic,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,walked - white - not hispanic,43,46,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,taxi or other means - white - not hispanic,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,wfh - white - not hispanic,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,total - hispanic/latino,32,52,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,car/van/truck - hispanic/latino,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,car/van/truck - carpooled hispanic/latino,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,public transportation - hispanic/latino,32,52,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,walked - hispanic/latino,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,taxi or other means - hispanic/latino,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.01,wfh - hispanic/latino,0,12,"list(list(c(-78.853996, -78.853987, -78.84962, -78.84811, -78.844016, -78.843766, -78.843486, -78.843522, -78.843507, -78.843498, -78.843474, -78.843683, -78.85223, -78.853985, -78.853993, -78.853996, 42.919349, 42.922136, 42.92205, 42.922016, 42.921945, 42.921941, 42.921935, 42.920478, 42.919154, 42.916934, 42.914677, 42.914679, 42.914738, 42.914957, 42.917001, 42.919349)))"
33.02,total - white,9,13,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - white,9,13,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled white,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - white,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - white,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - white,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,wfh - white,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,total - black,629,184,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - black,393,122,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled black,67,45,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - black,148,93,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - black,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - black,21,28,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,wfh - black,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,total - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,wfh - american indian/alaska native,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,total - asian,71,59,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - asian,50,37,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled asian,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - asian,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - asian,21,32,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - asian,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,wfh - asian,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,total - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,wfh - native hawaiian/other pacific,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,total - some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,car/van/truck - carpooled some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,public transportation - some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,walked - some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
33.02,taxi or other means - some other race,0,12,"list(list(c(-78.853989, -78.853985, -78.85223, -78.843683, -78.843474, -78.843467, -78.84348, -78.843484, -78.843987, -78.845951, -78.848073, -78.849152, -78.852752, -78.853974, -78.853966, -78.853979, -78.85398, -78.853982, -78.853986, -78.853986, -78.853989, 42.913865, 42.914957, 42.914738, 42.914679, 42.914677, 42.912253, 42.910995, 42.909328, 42.907336, 42.903735, 42.903758, 42.903775, 42.90382, 42.903838, 42.907454, 42.910104, 42.910161, 42.911121, 42.912342, 42.91236, 42.913865)))"
