tract,age_sex_totals,estimate,moe,geometry
57,total_55_59,181,89,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_60_64,163,89,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_65_69,87,53,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_70_74,73,54,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_75_79,9,15,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_80_84,4,9,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_85_older,0,12,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_male,NA,NA,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
57,total_female,1473,348,"list(list(c(-78.907597, -78.903805, -78.903273, -78.901067, -78.900542, -78.899978, -78.898937, -78.89876, -78.898109, -78.895517, -78.893374, -78.895342, -78.895853, -78.896833, -78.900318, -78.900798, -78.901789, -78.906947, -78.907185, -78.907597, 42.945654, 42.949686, 42.95026, 42.952621, 42.953187, 42.953792, 42.954903, 42.955091, 42.955796, 42.958574, 42.957497, 42.947854, 42.9448, 42.944392, 42.942944, 42.943869, 42.945798, 42.94365, 42.944125, 42.945654)))"
7,total_under_5,132,62,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_5_9,199,53,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_10_14,175,115,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_15_19,78,52,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_20_24,192,71,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_25_29,291,99,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_30_34,210,70,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_35_39,237,80,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_40_44,200,97,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_45_49,216,105,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_50_54,149,43,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_55_59,217,77,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_60_64,282,75,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_65_69,450,310,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_70_74,207,95,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_75_79,102,49,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_80_84,59,36,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_85_older,102,66,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_male,NA,NA,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
7,total_female,1510,211,"list(list(c(-78.815006, -78.814991, -78.808976, -78.808722, -78.805948, -78.805386, -78.803551, -78.800816, -78.800834, -78.800906, -78.800919, -78.800975, -78.801059, -78.801697, -78.80396, -78.805621, -78.808606, -78.809164, -78.812546, -78.812504, -78.812453, -78.812413, -78.812399, -78.812347, -78.815027, -78.815006, 42.841969, 42.842771, 42.842691, 42.841869, 42.842317, 42.842532, 42.840977, 42.839599, 42.838953, 42.836476, 42.835507, 42.834472, 42.832423, 42.831984, 42.831986, 42.831992, 42.832008, 
42.832007, 42.832004, 42.834648, 42.834647, 42.837235, 42.838125, 42.840989, 42.841033, 42.841969)))"
56,total_under_5,69,56,"list(list(c(-78.895853, -78.895342, -78.893374, -78.89322, -78.892533, -78.890608, -78.889287, -78.889249, -78.878737, -78.878385, -78.878365, -78.878339, -78.878251, -78.878212, -78.87838, -78.891502, -78.894864, -78.896273, -78.895853, 42.9448, 42.947854, 42.957497, 42.958246, 42.961261, 42.958567, 42.958572, 42.958572, 42.958634, 42.958636, 42.956727, 42.955973, 42.951416, 42.947757, 42.944069, 42.944046, 42.943551, 42.942062, 42.9448)))"
56,total_5_9,325,146,"list(list(c(-78.895853, -78.895342, -78.893374, -78.89322, -78.892533, -78.890608, -78.889287, -78.889249, -78.878737, -78.878385, -78.878365, -78.878339, -78.878251, -78.878212, -78.87838, -78.891502, -78.894864, -78.896273, -78.895853, 42.9448, 42.947854, 42.957497, 42.958246, 42.961261, 42.958567, 42.958572, 42.958572, 42.958634, 42.958636, 42.956727, 42.955973, 42.951416, 42.947757, 42.944069, 42.944046, 42.943551, 42.942062, 42.9448)))"
56,total_10_14,328,163,"list(list(c(-78.895853, -78.895342, -78.893374, -78.89322, -78.892533, -78.890608, -78.889287, -78.889249, -78.878737, -78.878385, -78.878365, -78.878339, -78.878251, -78.878212, -78.87838, -78.891502, -78.894864, -78.896273, -78.895853, 42.9448, 42.947854, 42.957497, 42.958246, 42.961261, 42.958567, 42.958572, 42.958572, 42.958634, 42.958636, 42.956727, 42.955973, 42.951416, 42.947757, 42.944069, 42.944046, 42.943551, 42.942062, 42.9448)))"
56,total_15_19,510,379,"list(list(c(-78.895853, -78.895342, -78.893374, -78.89322, -78.892533, -78.890608, -78.889287, -78.889249, -78.878737, -78.878385, -78.878365, -78.878339, -78.878251, -78.878212, -78.87838, -78.891502, -78.894864, -78.896273, -78.895853, 42.9448, 42.947854, 42.957497, 42.958246, 42.961261, 42.958567, 42.958572, 42.958572, 42.958634, 42.958636, 42.956727, 42.955973, 42.951416, 42.947757, 42.944069, 42.944046, 42.943551, 42.942062, 42.9448)))"
